File Name,Site Name,AIRS ID,Date,Start of Compliance Period,End of Compliance Period,Item,NC item,Count,Units,No Enforcement Recommended?,Category
2025 INSP RPT_5-15-2025_001-2192_18AD0752_RELATE_7-11-2025.pdf,Alma 1S-66-2524 Pad,001-2192,15-May-25,July 2024,March 2025,B,"Source failed to design, operate, and maintain the Facility to minimize emissions to atmosphere to the maximum extent practicable. Operate and maintain: in the source response, Extraction stated that no operation and maintenance program was in place to routinely observe facility operating parameters. The Source also stated that no specific operating parameters that affect the capacity of the STVCS were identified and that there was no monitoring plan implemented to ensure that the facility operated in alignment with the DA. Design: the DA and Predictive Analysis provided were based on the following control equipment: two (2) IES ECDs and one (1) QTI ECD. The DA additionally was evaluated based on two (2) active wells (the number active when the DA was completed) and then on fourteen (14) active wells (representative of future buildout). These specifications are not accurate of the Facility at the time of the nineteen (19) venting events in this report’s nine (9) month compliance period (see table above). The Facility operated with nine (9) active wells during the compliance period and only the two (2) IES ECDs. The Source failed to update the DA and Predictive Analysis when the Facility makeup changed, such as shutting in the QTI combustor in July 2023 and bringing on new wells. The Predictive Analysis was last completed on 10/28/2022 and the DA was last revised 5/21/2020, these outdated analyses fail to account for changes to the Facility. The DA states that “the model should be re-evaluated if: the quantity and/or configuration of combustors was different than what is assumed for this analysis. The quantity of wells planned for full buildout is different than what is assumed for this analysis.” Finally, the DA failed to clearly list the critical operating parameters that should be monitored to ensure over pressurization does not occur.",9,Month,N,inspections
2025 INSP RPT_5-15-2025_001-2192_18AD0752_RELATE_7-11-2025.pdf,Alma 1S-66-2524 Pad,001-2192,15-May-25,July 2024,March 2025,C,"Source failed to document a VRU check in the ECD records provided, violating Regulation 7, Part B, § I.E.2.c.(v).",,,N,other
2025 INSP RPT_5-15-2025_001-2192_18AD0752_RELATE_7-11-2025.pdf,Alma 1S-66-2524 Pad,001-2192,15-May-25,July 2024,March 2025,D,"Source failed to monitor the pilot flame presence in the combustion devices by visual observation for four (4) days during the compliance period (9/24/2024*, 10/29/2024, 1/181/2025, and 1/19/2025), violating Regulation 7, Part B § I.E.2.d.",4,Days,N,inspections
2025 INSP RPT_5-15-2025_001-2192_18AD0752_RELATE_7-11-2025.pdf,Alma 1S-66-2524 Pad,001-2192,15-May-25,July 2024,March 2025,E,"Source failed to monitor the pilot flame presence in the combustion devices by visual observation for four (4) days during the compliance period (9/24/2024*, 10/29/2024, 1/181/2025, and 1/19/2025), violating Permit 18AD0752, Condition 16 (Issuance 5) & 20 (Issuance 4). *This missed check was identified in the self-audit submitted on 10/1/2024 for the time period 4/3/2023 through 9/24/2024.",4,Days,N,inspections
2025 INSP RPT_5-22-2025_005-1717_18AR1195_RELATE_NA.pdf,Cottonwood Creek 4-65,005-1717,22-May-25,May 2024,March 2025,,N/A,N/A,N/A,Y,other
2025 INSP RPT_5-22-2025_005-1741_19AR1004_RELATE_NA.pdf,Chico 4-65 26-25 3AH-2B,005-1741,22-May-25,March 2024,March 2025,A,"The Source failed to conduct daily ECD monitoring seventeen (17) times during the compliance period (see table below), violating Permit 19AR1004, Condition 24.",17,Times,N,inspections
2025 INSP RPT_5-22-2025_005-1741_19AR1004_RELATE_NA.pdf,Chico 4-65 26-25 3AH-2B,005-1741,22-May-25,March 2024,March 2025,B,"the Source was unable to provide those records to the Division for the duration of the compliance period (3/1/2024 through 3/31/2025), violating AQCC Regulation 7, Part B, § II.B.2.f.(ii)(G).",,,N,other
2025 INSP RPT_7-15-2025_123-9F27_17WE0510_8-22-2025_RELATE.pdf,"the Breniman Production Facility,",123-9F27,15-Jul-25,January 2021,July 2025,A,"The Source failed to obtain a valid permit for Routine or Predictable Gas Venting Emissions beginning on 3/1/2021, violating AQCC Regulation No. 3, Part B, §II.A.1.",1,Days,N,permit
2025 INSP RPT_7-15-2025_123-9F27_17WE0510_8-22-2025_RELATE.pdf,"the Breniman Production Facility,",123-9F27,15-Jul-25,January 2021,July 2025,B,"The source operated Routine or Predictable Gas Venting Emissions at the facility but failed to file a complete and accurate APEN, violating AQCC Regulation Number 3, Part A, § II.A.1.",5,Days,N,APEN
2025 INSP RPT_7-15-2025_123-9FF9_18W1039_8-22-2025_RELATE.pdf,"the Hergert-Launer Facility,",123- 9FF9,15-Jul-25,January 2021,July 2025,A,"The Source failed to obtain a valid permit for Routine or Predictable Gas Venting Emissions beginning on 3/1/2021, violating AQCC Regulation No. 3, Part B, §II.A.1.",1,Days,N,permit
2025 INSP RPT_7-15-2025_123-9FF9_18W1039_8-22-2025_RELATE.pdf,"the Hergert-Launer Facility,",123- 9FF9,15-Jul-25,January 2021,July 2025,B,"The source operated Routine or Predictable Gas Venting Emissions at the facility but failed to file a complete and accurate APEN, violating AQCC Regulation Number 3, Part A, § II.A.1.",5,Days,N,APEN
2025 INSP RPT_7-22-2025_123-9B39_GP08_RELATE_NA.pdf,Pronghorn T-3,123-9B39,22-Jul-25,July 2024,May 2025,,N/A,N/A,N/A,Y,other
2025 INSP RPT_7-22-2025_123-9BF4_GP08_RELATE_NA.pdf,State Seventy Holes T-6,123-9BF4,22-Jul-25,June 2024,May 2025,,N/A,N/A,N/A,Y,other
2025 INSP RPT_8-13-2025_005-1712_18AR0987_RELATE_NA.pdf,State La Plata 5-65,005-1712,13-Aug-25,June 2024,June 2025,,N/A,N/A,N/A,Y,other
2025 INSP RPT_8-26-2025_123-9B3B_13WE2507_RELATE_NA.pdf,Antelope F-15 Pad,123-9B3B,26-Aug-25,July 2024,June 2025,A,"Source failed to perform required daily ECD monitoring for eight (8) days during the compliance period, violating Permit 13WE2507, Condition 19.",8,Days,N,inspections
2025-INSP-RPT_3-20-2025_GP01_13WE2519_20WE0750_GP11_5-20-2025.pdf,Ione 1 8HZ,123-9BB3,20-Mar-25,January 2022,January 2025,A,,,,N,other
2025-INSP-RPT_3-20-2025_GP01_13WE2519_20WE0750_GP11_5-20-2025.pdf,Ione 1 8HZ,123-9BB3,20-Mar-25,January 2022,January 2025,2023,"Source failed to install flow meters by the August 01, 2023 deadline, violating AQCC Regulation 7 Part B § II.B.2.g.(i).",,,N,flow monitoring
