File Name,Site Name,AIRS ID,Date,Start of Compliance Period,End of Compliance Period,Item,NC item,Count,Units,No Enforcement Recommended?,Category
1239DFD-INSP-2025.pdf,State Antelope O-1 CPF,123-9DFD,29-May-25,April 2024,March 2025,H,"The Source conducted two (2) portable analyzer tests in the first quarter of 2024 as a JJJJ test needed to be moved up from the previously scheduled date in April 2024, and failed to conduct a portable analyzer test in the second quarter of 2024, violating Permit 20OPWE418, Section II, Condition 6.1.2.",,,Y,test
1239E1A-INSP-2025.pdf,Raindance Production Facility,123-9E1A,22-Jan-25,November 2023,November 2024,A,"Source failed to provide records for the weekly pressure actuator readings for the twenty-six (26) weeks between 08/01/2023 until 02/05/2024, violating AQCC Regulation 7 Part B § II.B.2.f.(ii)(G).",26,Weeks,N,pressure monitoring
1239E1A-INSP-2025.pdf,Raindance Production Facility,123-9E1A,22-Jan-25,November 2023,November 2024,B,"Source failed to submit the 2023 annual emissions inventory report on time, violating Permit 19WE0999, Condition 15; 19WE1000, Condition 20; and 19WE1001, Condition 19.",2,Days,N,permit
1239E1A-INSP-2025.pdf,Raindance Production Facility,123-9E1A,22-Jan-25,November 2023,November 2024,C,"Source failed to take and document corrective action for the out of range catalyst inlet temperature taken on 01/14/2024 for point 011, violating Permit GP02, Condition VI.E.2.",1,Days,N,temperature monitoring
1239F6A-INSP-2025.pdf,Anschutz Equus Farms 4-62-28,123-9F6A,03-Sep-25,July 2024,June 2025,A,"The Source failed to complete a portable analyzer test on Point 014, the AOS for Point 005, within the required timeline, violating Permit 20OPWE423, Section I, Condition 2.1.6.",2,Days,N,test
1239F6A-INSP-2025.pdf,Anschutz Equus Farms 4-62-28,123-9F6A,03-Sep-25,July 2024,June 2025,B,"The Source failed to comply with the timeline of the federal requirements in 40 CFR 60.5410b(j)(4), violating Permit 20OPWE423, Section II, Condition 6.2.",180,Days,N,permit
1239F6A-INSP-2025.pdf,Anschutz Equus Farms 4-62-28,123-9F6A,03-Sep-25,July 2024,June 2025,C,"The Source failed to submit the cancellation notice for Point 002 on the same day the NOS was submitted for Point 014, violating Permit 24WE0907 (Issuance 1), Condition 24.",61,Days,N,NOS
1239F6A-INSP-2025.pdf,Anschutz Equus Farms 4-62-28,123-9F6A,03-Sep-25,July 2024,June 2025,D,"The Source failed to submit the cancellation notice for Point 005 on the same day the NOS was submitted for Point 015, violating Permit 24WE0908 (Issuance 1), Condition",60,Days,N,NOS
1239F6A-INSP-2025.pdf,Anschutz Equus Farms 4-62-28,123-9F6A,03-Sep-25,July 2024,June 2025,24,,,,N,other
1239F6A-INSP-2025.pdf,Anschutz Equus Farms 4-62-28,123-9F6A,03-Sep-25,July 2024,June 2025,E,"The Source failed to meet VOC and CO emission limits, violating Permit 24WE0907 (Issuance 1), Condition 7.",12,Month,N,permit
1239F6A-INSP-2025.pdf,Anschutz Equus Farms 4-62-28,123-9F6A,03-Sep-25,July 2024,June 2025,F,"The Source failed to meet VOC emission limits, violating Permit 24WE0908 (Issuance 1), Condition 7.",12,Month,N,permit
1239F9B-INSP-2025.pdf,RBF/Stomberger (Stromberger 22-E) Production Facility,123-9F9B,18-Dec-24,February 2022,November 2024,A,"Source failed to monitor the control device daily for a total of 87 days on the following dates: 4/30/22, 5/1/22, 5/10/22, 5/14/22, 5/15/22, 5/16/22, 5/27/22, 5/28/22, 5/29/22, 5/30/22, 5/31/22, 6/5/22, 6/9/22, 6/10/22, 6/11/22, 6/12/22, 6/13/22, 6/14/22, 6/15/22, 6/18/22, 6/28/22, 7/2/22, 7/3/22, 7/19/22, 7/25/22, 7/27/22, 8/8/22, 8/20/22, 8/31/22, 9/11/22, 9/30/22, 10/2/22, 10/11/22, 11/9/22, 12/1/22, 12/4/22, 12/23/22, 12,24/22, 12/25/22, 12/26/22, 12/27/22, 12/28/22, 12/29/22, 12/30/22, 1/2/23, 1/3/23, 1/4/23, 1/7/23, 1/12/23, 1/15/23, 1/18/23, 1/20/23, 1/21/23, 1/25/23, 1/29/23, 1/30/23, 1/31/23, 2/1/23, 2/2/23, 2/3/23, 2/4/23, 2/5/23, 2/6/23, 2/7/23, 2/8/23, 2/22/23, 2/24/23, 3/23/23, 3/26/23, 3/30/23, 3/31/23, 4/1/23, 4/2/23, 4/3/23, 4/4/23, 4/12/23, 4/29/23, 5/3/23, 5/10/23, 5/12/23, 5/22/23, 5/28/23, 6/7/23, 6/30/23, 8/1/23, 1/15/24, 1/16/24. Source failed to monitor the control device at the required frequency, violating Permit 18WE0137, Condition 12.",87,Days,N,inspections
1239F9B-INSP-2025.pdf,RBF/Stomberger (Stromberger 22-E) Production Facility,123-9F9B,18-Dec-24,February 2022,November 2024,B,"Source failed to monitor the control device daily for a total of 87 days on the following dates: 4/30/22, 5/1/22, 5/10/22, 5/14/22, 5/15/22, 5/16/22, 5/27/22, 5/28/22, 5/29/22, 5/30/22, 5/31/22, 6/5/22, 6/9/22, 6/10/22, 6/11/22, 6/12/22, 6/13/22, 6/14/22, 6/15/22, 6/18/22, 6/28/22, 7/2/22, 7/3/22, 7/19/22, 7/25/22, 7/27/22, 8/8/22, 8/20/22, 8/31/22, 9/11/22, 9/30/22, 10/2/22, 10/11/22, 11/9/22, 12/1/22, 12/4/22, 12/23/22, 12,24/22, 12/25/22, 12/26/22, 12/27/22, 12/28/22, 12/29/22, 12/30/22, 1/2/23, 1/3/23, 1/4/23, 1/7/23, 1/12/23, 1/15/23, 1/18/23, 1/20/23, 1/21/23, 1/25/23, 1/29/23, 1/30/23, 1/31/23, 2/1/23, 2/2/23, 2/3/23, 2/4/23, 2/5/23, 2/6/23, 2/7/23, 2/8/23, 2/22/23, 2/24/23, 3/23/23, 3/26/23, 3/30/23, 3/31/23, 4/1/23, 4/2/23, 4/3/23, 4/4/23, 4/12/23, 4/29/23, 5/3/23, 5/10/23, 5/12/23, 5/22/23, 5/28/23, 6/7/23, 6/30/23, 8/1/23, 1/15/24, 1/16/24. Source failed to monitor the control device at the required frequency, violating Permit 18WE0138, Condition 14.",87,Days,N,inspections
1239FA0-INSP-2025.pdf,HFE 22-P Prod Facility,123-9FA0,22-May-25,April 2024,March 2025,A,"Source failed to record the pressure drop across the catalyst bed for Point 013 on one (1) occasion in January 2025, violating Permit GP02, Condition VI.E.3.",1,Occasions,N,pressure monitoring
1239FA0-INSP-2025.pdf,HFE 22-P Prod Facility,123-9FA0,22-May-25,April 2024,March 2025,B,"Source failed to conduct daily ECD checks for 7 days, violating Pursuant to Permit 18WE0206. See table below for more details. Missing weekly ECD checks that have been reported in self-audit 10/01/2024 will be handled separately.",7,Days,N,inspections
1239FA1-INSP-2025.pdf,Darlene Production Facility,123-9FA1,18-Jun-25,May 2022,May 2025,A,"source failed to install the approved Burner Management System without an apparent date after approval from the Division on February 21, 2022, violating Regulation 7, Part B § II.B.2.g.",,,N,other
1239FA1-INSP-2025.pdf,Darlene Production Facility,123-9FA1,18-Jun-25,May 2022,May 2025,B,"and did not install a flowmeter nor have an approval for an alternative flow meter approved for the Darlene facility, violating Regulation 7, Part B § II.B.2.g.",,,N,flow monitoring
1239FC6-INSP-2025.pdf,Kiyota 35H-0367 Battery,123-9FC6,23-Apr-25,February 2022,February 2025,A,"Source failed to maintain emissions below permitted thresholds for the following instances, violating Permit 20WE0818, Condition 6: Month - Year VOC tpy December - 2022 9.5 January - 2023 10.0 February - 2023 10.5 March - 2023 11.0 Month - Year VOC tpy April - 2023 11.3 May - 2023 11.9 June - 2023 12.5 July - 2023 11.9 August - 2023 10.",0,Month,N,permit
1239FC6-INSP-2025.pdf,Kiyota 35H-0367 Battery,123-9FC6,23-Apr-25,February 2022,February 2025,B,"Source failed to maintain process rates below permitted thresholds for the following instances, violating Permit 20WE0818, Condition 9: Month - Year Process Rates Rolling-12 December - 2022 6.1 MMscf January - 2023 6.5 MMscf February - 2023 6.8 MMscf March - 2023 7.2 MMscf April - 2023 7.3 MMscf May - 2023 7.7 MMscf June - 2023 8.1 MMscf Month - Year Process Rates Rolling-12 July - 2023 7.7 MMscf August - 2023 6.",,,N,permit
1239FF9-INSP-2025.pdf,Herget Launer Production Facility,123-9FF9,24-Jun-25,April 2024,April 2025,A,"The operator was unable to provide records indicating that the weekly minimum/maximum flow rates of the flow meters installed on the ECDs were being recorded and checked for twenty (20) weeks from the beginning of the compliance period on 4/1/2024 to the week of 8/18/2024, violating Regulation 7, Part B § II.B.2.f.(ii)(G).",20,Weeks,N,flow monitoring
1239FF9-INSP-2025.pdf,Herget Launer Production Facility,123-9FF9,24-Jun-25,April 2024,April 2025,B,"The Source failed to complete daily ECD monitoring for three (3) days on 4/4/2024, 5/21/2024, and 7/9/2024, violating Permit 18WE1039, Issuance 2, Condition 11, and Permit 18WE1040, Issuance 1, Condition 14.",3,Days,N,inspections
1239FFE-INSP-2024.pdf,Bonanza Creek - Longhorn U-10,123/9,28-Aug-24,November 2021,July 2024,,N/A,N/A,N/A,Y,other
1239FFE-INSP-2025.pdf,Longhorn U-10 Production Facility,123-9FFE,16-Jul-25,August 2024,May 2025,,N/A,N/A,N/A,Y,other
123A00E-INSP-2025.pdf,Coyote Trails Production Facility,123-A00E,20-Nov-24,October 2021,September 2024,A,"Source failed to conduct daily tests on the following dates: 6/17/2023, 6/22/2023, 6/26/2023, 7/1/2023, 7/14/2023, 7/17/2023, 7/19/2023, 7/20/2023, 8/1/2023, 8/6/2023, 8/7/2023, 8/10/2023, 8/11/2023, 8/12/2023, 8/14/2023, 8/15/2023, 8/23/2023, 8/26/2023, 8/27/2023, 8/28/2023, 8/31/2023, 9/1/2023, 9/2/2023, 9/3/2023, 9/4/2023, 9/5/2023, 9/8/2023, 9/21/2023, 9/26/2023, 9/30/2023, 10/2/2023, 10/4/2023, 10/10/2023, 10/19/2023, 10/25/2023, 10/30/2023, 10/31/2023, 11/1/2023, 11/4/2023, 11/12/2023, 11/13/2023, 11/21/2023, 11/26/2023, 12/2/2023, 12/4/2023, 12/17/2023, 12/19/2023, 12/21/2023, 1/17/2024, 1/21/2024, 1/23/2024, 1/25/2024, 1/26/2024, 1/28/2024, 1/29/2024, 1/30/2024, 2/28/2024, 3/12/2024, 3/30/2024, 3/31/2024, 4/24/2024, 4/25/2024, 4/30/2024, 5/20/2024, 5/27/2024, 6/5/2024, 8/18/2024, 8/26/2024, 9/10/2024. Source failed to conduct daily ECD checks for 69 total days, violating Permit 18WE1231, Condition 17.",70,Days,N,test
123A00E-INSP-2025.pdf,Coyote Trails Production Facility,123-A00E,20-Nov-24,October 2021,September 2024,B,"Source failed to conduct daily tests on the following dates: 6/17/2023, 6/22/2023, 6/26/2023, 7/1/2023, 7/14/2023, 7/17/2023, 7/19/2023, 7/20/2023, 8/1/2023, 8/6/2023, 8/7/2023, 8/10/2023, 8/11/2023, 8/12/2023, 8/14/2023, 8/15/2023, 8/23/2023, 8/26/2023, 8/27/2023, 8/28/2023, 8/31/2023, 9/1/2023, 9/2/2023, 9/3/2023, 9/4/2023, 9/5/2023, 9/8/2023, 9/21/2023, 9/26/2023, 9/30/2023, 10/2/2023, 10/4/2023, 10/10/2023, 10/19/2023, 10/25/2023, 10/30/2023, 10/31/2023, 11/1/2023, 11/4/2023, 11/12/2023, 11/13/2023, 11/21/2023, 11/26/2023, 12/2/2023, 12/4/2023, 12/17/2023, 12/19/2023, 12/21/2023, 1/17/2024, 1/21/2024, 1/23/2024, 1/25/2024, 1/26/2024, 1/28/2024, 1/29/2024, 1/30/2024, 2/28/2024, 3/12/2024, 3/30/2024, 3/31/2024, 4/24/2024, 4/25/2024, 4/30/2024, 5/20/2024, 5/27/2024, 6/5/2024, 8/18/2024, 8/26/2024, 9/10/2024. Source failed to conduct daily ECD checks for 69 total days, violating Permit violating Permit 18WE1229, Condition 14.",70,Days,N,test
123A01C-INSP-2025.pdf,Trott 7-L Production Facility,123-A10C,12-Aug-25,April 2024,June 2025,,N/A,N/A,N/A,Y,other
123A032-INSP-2025.pdf,Civitas - Extraction - Gardner Federal,123-A032,23-Oct-24,August 2021,August 2024,A,"Source failed t o conduct weekly visual inspections of air pollution control equipment on seventy three (73) occasions during the compliance period, violating AQCC Regulation 7 Part B §§ I.E.2.c and II.B.2.f.",73,Occasions,N,inspections
123A032-INSP-2025.pdf,Civitas - Extraction - Gardner Federal,123-A032,23-Oct-24,August 2021,August 2024,B,,,,N,other
123A032-INSP-2025.pdf,Civitas - Extraction - Gardner Federal,123-A032,23-Oct-24,August 2021,August 2024,008,"Source failed to conduct weekly visual inspections of air pollution control equipment on seventy- three (73) occasions during the compliance period, violating Permits 19WE0228, 19WE0230 & 19WE0232, Condition 15.",73,Occasions,N,inspections
123A032-INSP-2025.pdf,Civitas - Extraction - Gardner Federal,123-A032,23-Oct-24,August 2021,August 2024,C,"Source failed to file a revised APEN before the existing APEN expired for point 009, violating AQCC Regulation 3 Part A, § II.C.1.e.",2,Days,N,APEN
123A03B-INSP-2025.pdf,BIGHORN 17H-P267,123-A03B,17-Apr-25,May 2024,February 2025,A,"Date AIRS Point VOC tpy May 2024 005 13.5 Limit 8.7 June 2024 005 12.1 Limit 8.7 July 2024 005 10.6 Limit 8.7 August 2024 005 9.1 Limit 8.7 The source exceeded VOC emission limits for AIRS Point 005 from May 2024 to August 2024, for a total of four (4) months, violating Permit 19WE0360, Issuance 3, Condition 5.",4,Months,N,permit
123A03B-INSP-2025.pdf,BIGHORN 17H-P267,123-A03B,17-Apr-25,May 2024,February 2025,B,"Date AIRS Point Throughput MMscf/yr May 2024 005 4.70 Limit 2.50 June 2024 005 4.02 Limit 2.50 July 2024 005 3.35 Limit 2.50 August 2024 005 2.60 Limit 2.50 The source exceeded throughput limits for AIRS Point 005 from May 2024 to August 2024, for a total of four (4) months, violating Permit 19WE0360, Issuance 3, Condition 9.",4,Months,N,throughput
123A03B-INSP-2025.pdf,BIGHORN 17H-P267,123-A03B,17-Apr-25,May 2024,February 2025,C,"Source failed to label AIRS Points 003 and 005, for a total of two (2) missing AIRS ID labels, violating Permit 19WE0360, Issuance 3, Condition 11. Source submitted pictures showing AIRS labels on the equipment in question on 7/2/2025, limiting the extent of the violation. No formal enforcement is recommended for this violation.",1,Days,N,permit
123A03B-INSP-2025.pdf,BIGHORN 17H-P267,123-A03B,17-Apr-25,May 2024,February 2025,D,"Source failed to conduct an ECD check on 8/6/2024, violating Permit 19WE0360, Issuance 3, Condition 27, and its associated O&M Plan. No formal enforcement is recommended for this violation.",1,Days,N,inspections
123A03B-INSP-2025.pdf,BIGHORN 17H-P267,123-A03B,17-Apr-25,May 2024,February 2025,E,"Source failed to submit weekly pressure actuator system data from 5/1/2024 to 10/5/2024, for a total of 22 weeks, violating Regulation 7, Part B, Section II.B.2.f.(ii)(G). Formal enforcement is recommended.",22,Weeks,N,pressure monitoring
123A042-INSP-2025 .pdf,Herren 33H-H367,123-A042,29-Jan-25,November 2021,November 2024,1,"Source failed monitor the control device on a weekly basis, violating Regulation Number 7 Part B Section I.E.2.c.",41,Weeks,N,inspections
123A042-INSP-2025 .pdf,Herren 33H-H367,123-A042,29-Jan-25,November 2021,November 2024,2,"Source failed to record weekly maximum and minimum flow meter readings, violating Regulation Number 7 Part B Section II.b.2.f.(ii)(G).",,,N,flow monitoring
123A042-INSP-2025 .pdf,Herren 33H-H367,123-A042,29-Jan-25,November 2021,November 2024,3,"Source failed to notify the Division within 15 days of equipment start up, violating Permit 21WE108, Condition 1.",,,N,NOS
123A042-INSP-2025 .pdf,Herren 33H-H367,123-A042,29-Jan-25,November 2021,November 2024,4,"Source failed to comply with the O&M plan for point 12, violating Permit 21WE108, Condition 18.",41,Weeks,N,permit
123A042-INSP-2025 .pdf,Herren 33H-H367,123-A042,29-Jan-25,November 2021,November 2024,5,"Source failed to provide documentation of control device monitoring at least every 14 days, violating Permit GP01, Condition III.G.3.",18,Instances,N,inspections
123A046-INSP-2025.pdf,LOCHBUIE LAND 25H-D166,123-A046,17-Apr-25,November 2023,January 2025,A,"Source failed to submit weekly flow meter system data from 11/1/2023 to 6/3/2024, for a total of 30 weeks and six (6) days, violating Regulation 7, Part B, Section II.B.2.f.(ii)(G).",30,Weeks,N,flow monitoring
123A046-INSP-2025.pdf,LOCHBUIE LAND 25H-D166,123-A046,17-Apr-25,November 2023,January 2025,B,"Source failed to conduct daily ECD checks on the following days: 11/1/2023, 11/29/2023, 12/31/2023, 1/10/2024, 1/12/2024, 1/21/2024, 1/24/2024, 1/27/2024, 1/28/2024, 2/8/2024, 2/10/2024, 2/11/2024, 2/22/2024, 2/23/2024, 2/24/2024, 2/26/2024, 2/27/2024, 3/7/2024, 3/9/2024, 3/10/2024, 3/14/2024, 3/23/2024, 4/4/2024, 6/27/2024, for a total of 24 days, violating Permit 21WE0211, Issuance 1, Condition 37, and its associated O&M Plan.",24,Days,N,inspections
123A046-INSP-2025.pdf,LOCHBUIE LAND 25H-D166,123-A046,17-Apr-25,November 2023,January 2025,C,"Source did not install signage at or near the storage tank (AIRS Point 001) that indicates which equipment and method(s) is used and the appropriate and necessary operating procedures for that system, violating Regulation 7, Part B, Section II.C.4.d.",,,N,other
123A046-INSP-2025.pdf,LOCHBUIE LAND 25H-D166,123-A046,17-Apr-25,November 2023,January 2025,D,"The source did not conduct a 2024 training as part of an annual training program, for a total of one (1) missed training, violating Regulation 7, Part B, Section II.C.4.e.",,,N,other
123A08F-INSP-2025.pdf,Wetco 4-63-4 SW Production Facility,123- A08F,26-Mar-25,July 2022,January 2025,A,"Source failed to conduct daily ECD checks for three-hundred eighty-four (384) days during the compliance period, violating Permit 19WE0942, Condition 21. Additionally, the source failed to inspect control equipment at least every fourteen (14) days for six (6) fourteen-day (14- day) intervals during the compliance period, violating GP01, Version 5, Condition IV.C.3. This violation was disclosed in a self-audit received by the Division on 10/1/2024. This self-audit is under review by the Division.",14,Days,N,inspections
123A08F-INSP-2025.pdf,Wetco 4-63-4 SW Production Facility,123- A08F,26-Mar-25,July 2022,January 2025,B,"Source failed to meet the annual VOC limit for Point 005, violating Permit GP02, Condition II.B.1. No enforcement is recommended. Violation A: These violations were identified in a self-audit submitted by the Company on 10/1/2024. The violations are being addressed in a pending enforcement action and no additional enforcement action is recommended at this time. Violation B: The inspector recommends no enforcement for the non-compliance issue identified as a result of the inspection and a review of the records.",10,Months,N,inspections
123A0D3-INSP-2025.pdf,Ash Production Facility,123-A0D3,30-Jul-25,July 2024,May 2025,A,"Source failed to provide records of pressure readings for six (6) weeks between 07/01/2024 - 08/10/2024, violating Regulation 7, Part B § II.B.2.f.(ii)(G).",6,Weeks,N,pressure monitoring
123A110-INSP-2024.pdf,Bonanza Creek- Latham 11-13,123-,12-Sep-24,June 2023,June 2024,,N/A,N/A,N/A,Y,other
123A141-INSP-2025.pdf,Civitas - Extraction - Frye North,123-A141,20-Nov-24,September 2021,September 2024,A,"The Source failed to demonstrate compliance with the permitted emission limits and emission factors, violating Permit 22WE0163, Conditions 10 & 33.",2,Days,N,permit
123A141-INSP-2025.pdf,Civitas - Extraction - Frye North,123-A141,20-Nov-24,September 2021,September 2024,B,"Source failed to operate the VRT without ex ceeding the requested federally enforceable annual emission rates as certified by the owner or operator in the general permit registration for VOC, CO, and throughput between March 2022 - February 2023, violating Permit GP10, Condition III.A.1. See table below for details. AIRS Point 001 (GP10) Emission Limit VOC (tpy) Rolling 12 VOC Emission Exceedances (tpy) Emission Limit CO (tpy) Rolling 12 CO Emission Exceedances (tpy) Throughput Limit (MMscf/yr) Rolling 12 Throughput Exceedances (MMscf/yr) VRT 2.2 2022 March: 3.0 April: 3.7 May: 3.8 June: 3.8 July: 3.8 August: 3.8 September: 3.5 October: 2.9 0.3 2022 March: 0.5 April: 0.6 May: 0.6 June: 0.6 July: 0.6 August: 0.6 September: 0.5 October: 0.5 1.0 2022 March: 1.4 April: 1.7 May: 1.7 June: 1.7 July: 1.7 August: 1.7 September: 1.6 October: 1.3 Air Pollution Control Division Field Inspection Report Page 3 of 59 November: 2.8 December: 2.4 2023 January: 2.4 February: 2.3 November: 0.4 December: 0.4 2023 January: 0.4 February: 0.4 November: 1.2 December: 1.1 2023 January: 1.",,,N,throughput
123A141-INSP-2025.pdf,Civitas - Extraction - Frye North,123-A141,20-Nov-24,September 2021,September 2024,C,"Source failed to monitor the control device on thirty-eight (38) days during the compliance period, violating Permit 22WE0163, Condition 29. See table below for details. AIRS Points Missed Daily Control Device Monitoring: 002, 004 2023 June: 21, 30 July: 07, 08, 20, 21, 30 August: 01, 03, 07, 21, 28 September: 06, 16, 17, 21, 27 October: 04, 08, 13, 18, 27 November: 26, 28 December: 06, 12, 21, 25 2024 January: 13, 20 February: 04, 07, 09, 16, 17, 20, 24 March: 04 The Company submitted a self -audit on 10/01/ 2024, which identified one (1) missing weekly control device check between 01/02/2022-01/08/2022, and seventeen (17) missing daily control device checks between 10/27/2023 -03/04/2024. The self -audit did not provide sufficient information to identify the exact dates for the 17 missing daily control device checks. This self-audit is currently being assessed by the Division.",38,Days,N,inspections
123A141-INSP-2025.pdf,Civitas - Extraction - Frye North,123-A141,20-Nov-24,September 2021,September 2024,D,"Source failed to provide a design analysis and reported emissions from both the condensate and produced water storage tanks (Points 002 & 004, respectively) on sixty-six (66) occasions during the compliance period. See table below. Source failed to operate without venting hydrocarbon emissions from the tanks system, violating Regulation 7, Part B § II.C.2.a.",66,Occasions,N,design analysis
123A141-INSP-2025.pdf,Civitas - Extraction - Frye North,123-A141,20-Nov-24,September 2021,September 2024,E,"the Company failed to provide a design analysis and reported emissions from both the condensate and produced water storage tanks (Points 002 & 004, respectively) on sixty -six (66) occasions during the compliance period. Source failed to design, operate, and maintain its condensate and produced water collection, storage, processing, and handling operations so as to minimize the leakage of VOC to the atmosphere to the maximum extent practicable, violating Regulation 7, Part B § I.C.1.b. and Permit GP10, Conditions IV.A.1. & IV.A.2.",66,Occasions,N,design analysis
123A141-INSP-2025.pdf,Civitas - Extraction - Frye North,123-A141,20-Nov-24,September 2021,September 2024,F,"Source failed to provide records for the weekly flow meter or pressure actuator readings for the thirty-five (35) weeks between 05/01/2023 until 01/06/2024, violating AQCC Regulation 7 Part B § II.B.2.f.(ii)(G).",35,Weeks,N,flow monitoring
123A141-INSP-2025.pdf,Civitas - Extraction - Frye North,123-A141,20-Nov-24,September 2021,September 2024,G,"Source failed to partially enclose the facility using a fence line, violating Permit 22WE0163, Condition 41. Violations B-G: The inspector recommends formal enforcement to resolve the non- compliance issue(s) identified as a result of the inspection and a review of the records. Violation A: This violation was identified in the prior Division stack test inspection on 08/08/2024 but were also ongoing during the current compliance period. The violation is being addressed in a pending enforcement action and no additional enforcement is recommended at this time. Self Audit Violation: For the overlapping non-compliance identified as a result of the Division’s inspection and the self audit submitted on 10/01/2024, the inspector recommends the overlapping non-compliance to be handled through the self-audit.",2,Days,N,test
2025 INSP RPT_1-17-2025_123-9BDF_14WE0187_RELATE_NA.pdf,State North Platte T-36,123-9BDF,17-Jan-25,January 2024,November 2024,,N/A,N/A,N/A,Y,other
2025 INSP RPT_11-26-2024_123-9AC9_13WE1092_RELATE_NA.pdf,North Platte 14-36,123-9AC9,26-Nov-24,December 2023,September 2024,A,"the Source failed to record the catalyst inlet temperature on a daily basis and limit the catalyst inlet temperature to the permitted range, violating Permit 21WE0735, Condition 18.",,,N,temperature monitoring
2025 INSP RPT_11-26-2024_123-9AC9_13WE1092_RELATE_NA.pdf,North Platte 14-36,123-9AC9,26-Nov-24,December 2023,September 2024,B,"the Source failed to record the catalyst inlet temperature on a daily basis, limit the catalyst inlet temperature to the permitted range, and record AFRC monitoring records on a weekly basis, violating Permit 21WE0736, Condition 17.",,,N,O2 monitoring
2025 INSP RPT_11-26-2024_123-9AC9_13WE1092_RELATE_NA.pdf,North Platte 14-36,123-9AC9,26-Nov-24,December 2023,September 2024,C,"the Source failed to record the catalyst inlet temperature on a daily basis and limit the catalyst inlet temperature to the permitted range, violating Permit 21WE0737, Condition 18.",,,N,temperature monitoring
2025 INSP RPT_2-26-2025_123-9D47_GP01_RELATE_4-7-2025.pdf,North Rinn Battery,123-9D47,26-Feb-25,November 2021,October 2024,A,"Source failed to include records of these two (2) checks from 11/1/2021 through 1/3/2022, violating Regulation 7, Part B § II.C.1.d.(vi & vii).",,,N,other
2025 INSP RPT_2-26-2025_123-9D47_GP01_RELATE_4-7-2025.pdf,North Rinn Battery,123-9D47,26-Feb-25,November 2021,October 2024,B,"Source failed to include records of burner tray checks from 11/1/2021 through 1/3/2022, violating Regulation 7, Part B §§ II.B.2.f & II.B.2.f.(ii)(C).",,,N,other
2025 INSP RPT_2-26-2025_123-9D47_GP01_RELATE_4-7-2025.pdf,North Rinn Battery,123-9D47,26-Feb-25,November 2021,October 2024,C,"Source failed to perform seventeen (17) weeks of ECD checks, violating Regulation 7, Part B, § I.E.2.c. In a self-audit submitted on October 1, 2024, the Source identified five (5) missed weekly AVO/ECD inspection records from 11/12/2023 through 3/16/2024. The five (5) Company reported missed weekly inspections are being addressed in a pending enforcement action (see Compliance History section).",17,Weeks,N,inspections
2025 INSP RPT_2-26-2025_123-9D47_GP01_RELATE_4-7-2025.pdf,North Rinn Battery,123-9D47,26-Feb-25,November 2021,October 2024,D,"Source failed to perform seventeen (17) weeks of AVO checks, violating Regulation 7, Part B, § II.C.1.d. In a self-audit submitted on October 1, 2024, the Source identified five (5) missed weekly AVO/ECD inspection records from 11/12/2023 through 3/16/2024. The five (5) Company reported missed weekly inspections are being addressed in a pending enforcement action (see Compliance History section).",7,Days,N,inspections
2025 INSP RPT_2-26-2025_123-9D47_GP01_RELATE_4-7-2025.pdf,North Rinn Battery,123-9D47,26-Feb-25,November 2021,October 2024,E,"Source failed to inspect and document the proper operation of the control devices for eighteen (18) days from 1/4/2024 through 1/21/2024, violating Permit GP01, Condition IV.C.3.",14,Days,N,inspections
2025 INSP RPT_3-12-2025_123-9A28_GP01_RELATE_NA.pdf,Crow Valley 7-65-35-2H 26-2H,123-9A28,12-Mar-25,November 2021,October 2024,A,"2015-096 related to the Company’s failure to design, operate, and maintain facilities so as to minimize leakage of VOCs to the maximum extent practicable.",,,N,design analysis
2025 INSP RPT_3-12-2025_123-9A28_GP01_RELATE_NA.pdf,Crow Valley 7-65-35-2H 26-2H,123-9A28,12-Mar-25,November 2021,October 2024,B,"The Company reported that a flow meter has not been installed due to the site being shut-in for large portions of time, although production was reported from Jul-23 through Aug- 24, violating Regulation 7, Part B § II.B.2.g.",1,Days,N,flow monitoring
2025 INSP RPT_5-15-2025_001-2192_18AD0752_RELATE_7-11-2025.pdf,Alma 1S-66-2524 Pad,001-2192,15-May-25,July 2024,March 2025,A,"Source failed to route all hydrocarbon emissions to the ECDs and operate without venting emissions from tank access points on nineteen (19) occasions, as identified in the table below, violating Regulation 7, Part B § II.C.2.a. The Design Analysis (DA) provided was predicated on control by two (2) 48” IES combustors and one (1) 144” QTI combustor. However, the QTI combustor has been shut in since July 2023. Therefore, the DA failed to be representative of the Facilities’ design and operation.",19,Occasions,N,design analysis
