row_id,location_in_permit,consent_decree_citation,regulatory_language,change_type,author,date,para_idx,paragraph_excerpt
1,Condition 24491 (Table#32),,DELETE: Flares Subject to NSPS via Consent Decree Condition 24324,delete,Rachel Lien,2024-07-03T14:33:00Z,11588,"S854 - East Air Flare, S-943 Tank 691 Flare, S-944 North Stream Flare, S-945 South Stream Flare, S992-Emergency Flare, S1012 West Air Flare, S1517 - Coker Flare"
2,Condition 24491 (Table#32),,INSERT: S-943 Tank,insert,Rachel Lien,2024-07-03T14:33:00Z,11588,"S854 - East Air Flare, S-943 Tank 691 Flare, S-944 North Stream Flare, S-945 South Stream Flare, S992-Emergency Flare, S1012 West Air Flare, S1517 - Coker Flare"
3,Condition 24491 (Table#32),,"INSERT: 691 Flare, S-944 North Stream Flare, S-945 South Stream Flare,",insert,Rachel Lien,2024-07-03T14:34:00Z,11588,"S854 - East Air Flare, S-943 Tank 691 Flare, S-944 North Stream Flare, S-945 South Stream Flare, S992-Emergency Flare, S1012 West Air Flare, S1517 - Coker Flare"
4,Condition 24491 (Table#32),,DELETE: 40 CFR 60 Subpart J,delete,Rachel Lien,2024-07-03T14:35:00Z,11785,
5,Condition 24491 (Table#32),,DELETE: NSPS - Standards of Performance for Petroleum Refineries (12/01/2015) [Applies due to BAAQMD Condition 24324],delete,Rachel Lien,2024-07-03T14:35:00Z,11786,
6,Condition 24491 (Table#32),,DELETE: 60.100(a),delete,Rachel Lien,2024-07-03T14:35:00Z,11789,
7,Condition 24491 (Table#32),,"DELETE: Applicability: FCCU Catalyst Regenerators, Fuel Gas Combustion Devices, and Claus Sulfur Recovery Plants (20 TPD)",delete,Rachel Lien,2024-07-03T14:35:00Z,11790,
8,Condition 24491 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:35:00Z,11791,
9,Condition 24491 (Table#32),,DELETE: 60.100(b),delete,Rachel Lien,2024-07-03T14:35:00Z,11793,
10,Condition 24491 (Table#32),,"DELETE: Applicability: Constructed/reconstructed/modified after June 11, 1973 and before May 14, 2007",delete,Rachel Lien,2024-07-03T14:35:00Z,11794,
11,Condition 24491 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:35:00Z,11795,
12,Condition 24491 (Table#32),,DELETE: 60.104,delete,Rachel Lien,2024-07-03T14:35:00Z,11797,
13,Condition 24491 (Table#32),,DELETE: Standards for Sulfur Oxides,delete,Rachel Lien,2024-07-03T14:35:00Z,11798,
14,Condition 24491 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:35:00Z,11799,
15,Condition 24491 (Table#32),,DELETE: 60.104(a)(1),delete,Rachel Lien,2024-07-03T14:35:00Z,11801,
16,Condition 24491 (Table#32),,DELETE: Limit on hydrogen sulfide content in fuel gas burned in fuel gas combustion devices: Exemption from fuel gas H2S concentration limit for the combustion in a flare of process upset gases or fuel gas that is released to the flare as a result of relief valve leakage or other emergency malfunctions.,delete,Rachel Lien,2024-07-03T14:35:00Z,11802,
17,Condition 24491 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:35:00Z,11803,
18,Condition 24491 (Table#32),,DELETE: 60.105,delete,Rachel Lien,2024-07-03T14:35:00Z,11805,
19,Condition 24491 (Table#32),,DELETE: Monitoring of emissions and operations,delete,Rachel Lien,2024-07-03T14:35:00Z,11806,
20,Condition 24491 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:35:00Z,11807,
21,Condition 24491 (Table#32),,DELETE: 60.105(a)(4)(iv),delete,Rachel Lien,2024-07-03T14:35:00Z,11809,
22,Condition 24491 (Table#32),,DELETE: Exemption from §60.105(a)(3) or (a)(4) for fuel gas streams exempt under §60.104(a)(1) and under this paragraph. Must comply with §60.105(a)(3) or (a)(4) within 15 days of loss of exemption.,delete,Rachel Lien,2024-07-03T14:35:00Z,11810,
23,Condition 24491 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:35:00Z,11811,
24,Condition 24491 (Table#32),,DELETE: 60.105(a)(4)(iv)(A),delete,Rachel Lien,2024-07-03T14:35:00Z,11813,
25,Condition 24491 (Table#32),,DELETE: Exemption for pilot gas for heaters and flares – presumed to be low sulfur content,delete,Rachel Lien,2024-07-03T14:35:00Z,11814,
26,Condition 24491 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:35:00Z,11815,
27,Condition 24491 (Table#32),,DELETE: 60.107,delete,Rachel Lien,2024-07-03T14:35:00Z,11817,
28,Condition 24491 (Table#32),,DELETE: Reporting and recordkeeping requirements,delete,Rachel Lien,2024-07-03T14:35:00Z,11818,
29,Condition 24491 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:35:00Z,11819,
30,Condition 24491 (Table#32),,DELETE: 60.107(e),delete,Rachel Lien,2024-07-03T14:35:00Z,11821,
31,Condition 24491 (Table#32),,DELETE: Records of the specific exemption chosen under §60.105(a)(4)(iv)(A) for flare pilot gas.,delete,Rachel Lien,2024-07-03T14:35:00Z,11822,
32,Condition 24491 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:35:00Z,11823,
33,Condition 24491 (Table#32),,DELETE: s,delete,Rachel Lien,2024-07-03T14:37:00Z,12102,Flare vent gas composition monitoring compliance methods
34,Condition 23129 (Table#32),,DELETE: Part 54,delete,Rachel Lien,2024-07-03T14:38:00Z,12269,
35,Condition 23129 (Table#32),,DELETE: Comply with NSPS Subpart J (Basis: Consent Decree 23562),delete,Rachel Lien,2024-07-03T14:38:00Z,12270,
36,Condition 23129 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:38:00Z,12271,
37,Condition 24324 (Table#32),,"INSERT: S943, S",insert,Rachel Lien,2024-07-03T14:38:00Z,12286,"Applies to S854, S943, S944, S945, S992, S1012 and S1517 only"
38,Condition 24324 (Table#32),,"INSERT: 944, S945,",insert,Rachel Lien,2024-07-03T14:39:00Z,12286,"Applies to S854, S943, S944, S945, S992, S1012 and S1517 only"
39,Condition 24324 (Table#32),,DELETE: Part 1,delete,Rachel Lien,2024-07-03T14:39:00Z,12289,
40,Condition 24324 (Table#32),,DELETE: Operate only when in compliance with NSPS (Basis: Consent Decree §§ 231 and 238),delete,Rachel Lien,2024-07-03T14:39:00Z,12290,
41,Condition 24324 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:39:00Z,12291,
42,Condition 24324 (Table#32),,DELETE: Part 2,delete,Rachel Lien,2024-07-03T14:39:00Z,12293,
43,Condition 24324 (Table#32),,"DELETE: Comply with NSPS J by operating and maintaining flare gas recovery system. Exemption from H2S monitoring and recordkeeping in §§ 60.105(a)(4) and 60.7. [Basis: Consent Decree §§ 233, 235(a)]",delete,Rachel Lien,2024-07-03T14:39:00Z,12294,
44,Condition 24324 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:39:00Z,12295,
45,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)",DELETE: emissions,delete,Rachel Lien,2024-07-03T14:39:00Z,12298,"Minimize waste gas while operating the Flare Gas Recovery System (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)"
46,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)",INSERT: waste gas,insert,Rachel Lien,2024-07-03T14:39:00Z,12298,"Minimize waste gas while operating the Flare Gas Recovery System (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)"
47,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)",DELETE: when performing maintenance on,delete,Rachel Lien,2024-07-03T14:39:00Z,12298,"Minimize waste gas while operating the Flare Gas Recovery System (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)"
48,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)",INSERT: while operating,insert,Rachel Lien,2024-07-03T14:39:00Z,12298,"Minimize waste gas while operating the Flare Gas Recovery System (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)"
49,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)",INSERT: the,insert,Rachel Lien,2024-07-03T14:40:00Z,12298,"Minimize waste gas while operating the Flare Gas Recovery System (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)"
50,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)",INSERT: EPA,insert,Rachel Lien,2024-07-03T14:40:00Z,12298,"Minimize waste gas while operating the Flare Gas Recovery System (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)"
51,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)","INSERT: (Tesoro) Flare Appendix A-5, Condition 16",insert,Rachel Lien,2024-07-03T14:40:00Z,12298,"Minimize waste gas while operating the Flare Gas Recovery System (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)"
52,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)",DELETE: § 263,delete,Rachel Lien,2024-07-03T14:40:00Z,12298,"Minimize waste gas while operating the Flare Gas Recovery System (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 16)"
53,Condition 24324 (Table#32),,DELETE: Part 4,delete,Rachel Lien,2024-07-03T14:40:00Z,12301,
54,Condition 24324 (Table#32),,"DELETE: Flare gas recovery system may be bypassed in event of an emergency, including unscheduled maintenance to ensure continued safe operation (Basis: Consent Decree § 264)",delete,Rachel Lien,2024-07-03T14:40:00Z,12302,
55,Condition 24324 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:40:00Z,12303,
56,Condition 24324 (Table#32),,DELETE: Part 5,delete,Rachel Lien,2024-07-03T14:40:00Z,12305,
57,Condition 24324 (Table#32),,DELETE: Exemption from 60.104(a)(1). [Basis: Consent Decree §§ 241],delete,Rachel Lien,2024-07-03T14:40:00Z,12306,
58,Condition 24324 (Table#32),,DELETE: Y,delete,Rachel Lien,2024-07-03T14:40:00Z,12307,
59,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 2)",INSERT: Part 6,insert,Rachel Lien,2024-07-03T14:41:00Z,12309,Part 6
60,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 2)","INSERT: Complete an evaluation of meters that measure the flow of Sweep Gas and Purge Gas. (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 2)",insert,Rachel Lien,2024-07-03T14:41:00Z,12310,"Complete an evaluation of meters that measure the flow of Sweep Gas and Purge Gas. (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 2)"
61,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 2)",INSERT: Y,insert,Rachel Lien,2024-07-03T14:41:00Z,12311,Y
62,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 5)",INSERT: Part 7,insert,Rachel Lien,2024-07-03T14:42:00Z,12313,Part 7
63,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 5)","INSERT: Video camera shall record presence of flame or smoke for S-944 and S-945 (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 5)",insert,Rachel Lien,2024-07-03T14:42:00Z,12314,"Video camera shall record presence of flame or smoke for S-944 and S-945 (Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 5)"
64,Condition 24324 (Table#32),"Basis: EPA Consent Decree (Tesoro) Flare Appendix A-5, Condition 5)",INSERT: Y,insert,Rachel Lien,2024-07-03T14:42:00Z,12315,Y
65,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 20",INSERT: Part 9,insert,Rachel Lien,2024-07-03T14:42:00Z,12317,Part 9
66,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 20","INSERT: Install and operate automatic control system for supplemental gas flow rate (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 20)",insert,Rachel Lien,2024-07-03T14:42:00Z,12318,"Install and operate automatic control system for supplemental gas flow rate (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 20)"
67,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 20",INSERT: Y,insert,Rachel Lien,2024-07-03T14:42:00Z,12319,Y
68,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 7-9)",INSERT: Part 10,insert,Rachel Lien,2024-07-03T14:46:00Z,12321,Part 10
69,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 7-9)","INSERT: Instrumentation and monitoring system specifications (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 7-9)",insert,Rachel Lien,2024-07-03T14:46:00Z,12322,"Instrumentation and monitoring system specifications (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 7-9)"
70,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 7-9)",INSERT: Y,insert,Rachel Lien,2024-07-03T14:46:00Z,12323,Y
71,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 21",INSERT: Part 11,insert,Rachel Lien,2024-07-03T14:46:00Z,12325,Part 11
72,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 21","INSERT: Operate flare according to design (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 21)",insert,Rachel Lien,2024-07-03T14:46:00Z,12326,"Operate flare according to design (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 21)"
73,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 21",INSERT: Y,insert,Rachel Lien,2024-07-03T14:46:00Z,12327,Y
74,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 22 and 23)",INSERT: Part 12,insert,Rachel Lien,2024-07-03T14:46:00Z,12329,Part 12
75,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 22 and 23)","INSERT: Combustion efficiency requirement (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 22 and 23)",insert,Rachel Lien,2024-07-03T14:46:00Z,12330,"Combustion efficiency requirement (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 22 and 23)"
76,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Conditions 22 and 23)",INSERT: Y,insert,Rachel Lien,2024-07-03T14:46:00Z,12331,Y
77,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 29",INSERT: Part 13,insert,Rachel Lien,2024-07-03T14:46:00Z,12333,Part 13
78,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 29","INSERT: Downtime exempt from noncompliance status (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 29)",insert,Rachel Lien,2024-07-03T14:46:00Z,12334,"Downtime exempt from noncompliance status (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 29)"
79,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 29",INSERT: Y,insert,Rachel Lien,2024-07-03T14:46:00Z,12335,Y
80,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: Part 14,insert,Rachel Lien,2024-07-03T14:47:00Z,12337,Part 14
81,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 17","INSERT: Waste gas 30-day rolling average limit (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 17 and Appendix C-2.1)",insert,Rachel Lien,2024-07-03T14:47:00Z,12338,"Waste gas 30-day rolling average limit (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 17 and Appendix C-2.1)"
82,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: Y,insert,Rachel Lien,2024-07-03T14:47:00Z,12339,Y
83,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendices A-5 Condition 17 and C-2.",INSERT: Part 15,insert,Rachel Lien,2024-07-03T14:47:00Z,12341,Part 15
84,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendices A-5 Condition 17 and C-2.","INSERT: Waste gas 365-day rolling average limit (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendices A-5 Condition 17 and C-2.1)",insert,Rachel Lien,2024-07-03T14:47:00Z,12342,"Waste gas 365-day rolling average limit (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendices A-5 Condition 17 and C-2.1)"
85,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendices A-5 Condition 17 and C-2.",INSERT: Y,insert,Rachel Lien,2024-07-03T14:47:00Z,12343,Y
86,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 18",INSERT: Part 16,insert,Rachel Lien,2024-07-03T14:47:00Z,12345,Part 16
87,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 18","INSERT: Calculation of waste gas flow (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 18)",insert,Rachel Lien,2024-07-03T14:47:00Z,12346,"Calculation of waste gas flow (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 18)"
88,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 18",INSERT: Y,insert,Rachel Lien,2024-07-03T14:47:00Z,12347,Y
89,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 24",INSERT: Part 17,insert,Rachel Lien,2024-07-03T14:47:00Z,12349,Part 17
90,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 24","INSERT: Flare recordkeeping requirements (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 24)",insert,Rachel Lien,2024-07-03T14:47:00Z,12350,"Flare recordkeeping requirements (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 24)"
91,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 24",INSERT: Y,insert,Rachel Lien,2024-07-03T14:47:00Z,12351,Y
92,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree Appendix A-5, Condition 15)",INSERT: Part 18,insert,Rachel Lien,2024-07-03T14:47:00Z,12353,Part 18
93,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree Appendix A-5, Condition 15)","INSERT: Flare gas recovery system capacity and startup requirements (Basis: Regulation 2-1-403, EPA Consent Decree Appendix A-5, Condition 15)",insert,Rachel Lien,2024-07-03T14:47:00Z,12354,"Flare gas recovery system capacity and startup requirements (Basis: Regulation 2-1-403, EPA Consent Decree Appendix A-5, Condition 15)"
94,Condition 24324 (Table#32),"Basis: Regulation 2-1-403, EPA Consent Decree Appendix A-5, Condition 15)",INSERT: Y,insert,Rachel Lien,2024-07-03T14:47:00Z,12355,Y
95,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 25",INSERT: Part 19,insert,Rachel Lien,2024-07-03T14:47:00Z,12357,Part 19
96,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 25","INSERT: Portable flare requirements (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 25)",insert,Rachel Lien,2024-07-03T14:47:00Z,12358,"Portable flare requirements (Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 25)"
97,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 25",INSERT: Y,insert,Rachel Lien,2024-07-03T14:47:00Z,12359,Y
98,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 26",INSERT: Part 20,insert,Rachel Lien,2024-07-03T14:47:00Z,12361,Part 20
99,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 26","INSERT: Monitoring and control system requirements for S-854 and S-1012 (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 26)",insert,Rachel Lien,2024-07-03T14:47:00Z,12362,"Monitoring and control system requirements for S-854 and S-1012 (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 26)"
100,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 26",INSERT: Y,insert,Rachel Lien,2024-07-03T14:47:00Z,12363,Y
101,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 33",INSERT: Part 21,insert,Rachel Lien,2024-07-03T14:47:00Z,12365,Part 21
102,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 33","INSERT: H2S emission limit for S-854, S-944, S-945, S-992, S-1012, and S-1517 (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 33)",insert,Rachel Lien,2024-07-03T14:47:00Z,12366,"H2S emission limit for S-854, S-944, S-945, S-992, S-1012, and S-1517 (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 33)"
103,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 33",INSERT: Y,insert,Rachel Lien,2024-07-03T14:47:00Z,12367,Y
104,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 34",INSERT: Part 22,insert,Rachel Lien,2024-07-03T14:48:00Z,12369,Part 22
105,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 34","INSERT: Demonstrating compliance with the H2S limit (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 34)",insert,Rachel Lien,2024-07-03T14:48:00Z,12370,"Demonstrating compliance with the H2S limit (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 34)"
106,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 34",INSERT: Y,insert,Rachel Lien,2024-07-03T14:48:00Z,12371,Y
107,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 35",INSERT: Part 23,insert,Rachel Lien,2024-07-03T14:48:00Z,12373,Part 23
108,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 35","INSERT: Root cause and corrective action analyses requirements (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 35)",insert,Rachel Lien,2024-07-03T14:48:00Z,12374,"Root cause and corrective action analyses requirements (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 35)"
109,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 35",INSERT: Y,insert,Rachel Lien,2024-07-03T14:48:00Z,12375,Y
110,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 36",INSERT: Part 24,insert,Rachel Lien,2024-07-03T14:48:00Z,12377,Part 24
111,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 36","INSERT: Flare minimization plan (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 36)",insert,Rachel Lien,2024-07-03T14:48:00Z,12378,"Flare minimization plan (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 36)"
112,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 36",INSERT: Y,insert,Rachel Lien,2024-07-03T14:48:00Z,12379,Y
113,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 37",INSERT: Part 25,insert,Rachel Lien,2024-07-03T14:48:00Z,12381,Part 25
114,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 37","INSERT: Flare recordkeeping requirements (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 37)",insert,Rachel Lien,2024-07-03T14:48:00Z,12382,"Flare recordkeeping requirements (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 37)"
115,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 37",INSERT: Y,insert,Rachel Lien,2024-07-03T14:48:00Z,12383,Y
116,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 38",INSERT: Part 26,insert,Rachel Lien,2024-07-03T14:48:00Z,12385,Part 26
117,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 38","INSERT: Flare reporting requirements (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 38)",insert,Rachel Lien,2024-07-03T14:48:00Z,12386,"Flare reporting requirements (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 38)"
118,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 38",INSERT: Y,insert,Rachel Lien,2024-07-03T14:48:00Z,12387,Y
119,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 39",INSERT: Part 27,insert,Rachel Lien,2024-07-03T14:48:00Z,12389,Part 27
120,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 39","INSERT: Flare general duty requirements (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 39)",insert,Rachel Lien,2024-07-03T14:48:00Z,12390,"Flare general duty requirements (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 39)"
121,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 39",INSERT: Y,insert,Rachel Lien,2024-07-03T14:48:00Z,12391,Y
122,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 40",INSERT: Part 28,insert,Rachel Lien,2024-07-03T14:48:00Z,12393,Part 28
123,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 40","INSERT: Flare circumvention (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 40)",insert,Rachel Lien,2024-07-03T14:48:00Z,12394,"Flare circumvention (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 40)"
124,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 40",INSERT: Y,insert,Rachel Lien,2024-07-03T14:48:00Z,12395,Y
125,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 41",INSERT: Part 29,insert,Rachel Lien,2024-07-03T14:48:00Z,12397,Part 29
126,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 41","INSERT: 40 CFR 63.670 and 63.671 applicability (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 41)",insert,Rachel Lien,2024-07-03T14:48:00Z,12398,"40 CFR 63.670 and 63.671 applicability (Basis: EPA Consent Decree (Tesoro) Appendix A-5, Condition 41)"
127,Condition 24324 (Table#32),"Consent Decree (Tesoro) Appendix A-5, Condition 41",INSERT: Y,insert,Rachel Lien,2024-07-03T14:48:00Z,12399,Y
128,Condition 24324 (Table#33),,INSERT: BAAQMD Condition 24324,insert,Tony Widboom,2024-07-15T13:20:00Z,12525,BAAQMD Condition 24324
129,Condition 24324 (Table#33),"Consent Decree (Tesoro) Appendix A-5, Condition 19",INSERT: Part 8,insert,Tony Widboom,2024-07-15T13:20:00Z,12529,Part 8
